Date,Sender,Message,Polarity,Subjectivity,Keyword_profit,Keyword_loss,Keyword_target,Keyword_buy,Keyword_sell,Message_Length,Word_Count,Capital_Words_Count,Keyword_stock,Keyword_hold
2024-12-04 09:14:18+00:00,-1001843670580,"Buy banknifty 53200 call
895
SL
TGT900920",0.0,0.0,0.0,0.0,0.0,True,False,0.03223270440251572,0.033816425120772944,0.020833333333333332,False,False
2024-12-04 08:53:11+00:00,-1001843670580,J,0.0,0.0,0.0,0.0,0.0,False,False,0.0007861635220125787,0.004830917874396135,0.0,False,False
2024-12-04 08:49:56+00:00,-1001843670580,Jjmmm,0.0,0.0,0.0,0.0,0.0,False,False,0.003930817610062893,0.004830917874396135,0.0,False,False
2024-12-04 08:47:07+00:00,-1001843670580,Jackpot return today ,0.0,0.0,0.0,0.0,0.0,False,False,0.01650943396226415,0.014492753623188404,0.0,False,False
2024-12-04 08:45:30+00:00,-1001843670580,J,0.0,0.0,0.0,0.0,0.0,False,False,0.0007861635220125787,0.004830917874396135,0.0,False,False
2024-12-04 08:44:46+00:00,-1001843670580,J,0.0,0.0,0.0,0.0,0.0,False,False,0.0007861635220125787,0.004830917874396135,0.0,False,False
2024-12-04 08:29:09+00:00,-1001843670580,Banknifty pcR data ,0.0,0.0,0.0,0.0,0.0,False,False,0.014937106918238994,0.014492753623188404,0.0,False,False
2024-12-04 08:28:59+00:00,-1001843670580,Nifty PCR data ,0.0,0.0,0.0,0.0,0.0,False,False,0.01179245283018868,0.014492753623188404,0.020833333333333332,False,False
2024-12-04 08:25:52+00:00,-1001843670580,J,0.0,0.0,0.0,0.0,0.0,False,False,0.0007861635220125787,0.004830917874396135,0.0,False,False
2024-12-04 08:25:45+00:00,-1001843670580,J,0.0,0.0,0.0,0.0,0.0,False,False,0.0007861635220125787,0.004830917874396135,0.0,False,False
2024-12-04 08:25:45+00:00,-1001843670580,J,0.0,0.0,0.0,0.0,0.0,False,False,0.0007861635220125787,0.004830917874396135,0.0,False,False
2024-12-04 08:25:35+00:00,-1001843670580,J,0.0,0.0,0.0,0.0,0.0,False,False,0.0007861635220125787,0.004830917874396135,0.0,False,False
2024-12-04 08:17:37+00:00,-1001843670580,Market recovery by fall,0.0,0.0,0.0,0.0,0.0,False,False,0.018081761006289308,0.01932367149758454,0.0,False,False
2024-12-04 08:13:53+00:00,-1001843670580,Exit,0.0,0.0,0.0,0.0,0.0,False,False,0.0031446540880503146,0.004830917874396135,0.0,False,False
2024-12-04 08:13:49+00:00,-1001843670580,"155 point achieve by call 
Jackpot return calls",0.0,0.0,0.0,0.0,0.0,False,False,0.036949685534591194,0.03864734299516908,0.0,False,False
2024-12-04 08:10:12+00:00,-1001843670580,982,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
